month,day,weekday,hour,power,temperature,humidity,wind,Bulb,CFL,Tubelgiht,TV,Refrigerator,Fan,Cooler,AC,Water Pump,Iron,Immersion
7,20,5,3,232,298.5,2,73,0,1,2,0,1,0,0,0,0,0,0
3,8,2,8,1682,298.0,0,82,0,0,0,0,1,1,0,1,0,0,0
7,6,4,7,1635,297.5,2,99,0,0,0,0,1,3,0,0,1,1,0
9,6,0,2,50,276.0,1,62,0,1,1,0,0,0,0,0,0,0,0
8,23,0,9,2781,301.5,0,15,0,0,0,0,1,3,0,1,0,1,0
3,30,1,10,2930,298.0,1,20,0,0,0,0,1,4,0,1,0,1,0
4,21,2,21,559,306.5,0,15,0,2,0,1,1,4,0,0,0,0,0
10,13,3,19,410,286.5,1,78,0,2,1,0,0,0,0,0,1,0,0
12,2,3,18,0,284.0,1,65,0,0,0,0,0,0,0,0,0,0,0
3,11,5,2,1888,298.0,2,76,0,4,1,0,1,3,0,1,0,0,0
4,22,3,12,351,301.0,2,0,0,0,0,0,1,4,0,0,0,0,0
3,21,4,4,1890,298.0,1,92,0,2,2,0,1,3,0,1,0,0,0
4,27,6,20,2079,306.0,0,87,0,2,0,1,1,4,0,1,0,0,0
12,22,6,4,40,275.0,1,77,0,4,0,0,0,0,0,0,0,0,0
8,20,5,2,296,296.0,2,34,0,2,2,0,1,1,0,0,0,0,0
5,9,5,1,323,297.5,2,48,0,4,1,0,1,2,0,0,0,0,0
11,25,6,4,60,276.0,1,38,0,2,1,0,0,0,0,0,0,0,0
9,10,0,8,0,278.0,2,64,0,0,0,0,0,0,0,0,0,0,0
5,25,0,13,349,299.5,0,91,0,0,0,0,1,3,0,0,0,0,0
2,20,1,2,50,278.0,0,37,0,1,1,0,0,0,0,0,0,0,0
3,1,6,17,1904,304.5,1,17,0,0,0,1,1,4,0,0,1,1,0
10,1,6,3,60,275.5,1,54,0,2,1,0,0,0,0,0,0,0,0
6,21,4,21,520,303.5,2,54,0,3,0,1,1,4,0,0,0,0,0
7,29,0,10,349,302.0,1,82,0,0,0,0,1,4,0,0,0,0,0
7,11,1,16,1877,305.0,0,14,0,0,0,0,1,4,0,1,0,0,0
2,9,0,13,1000,281.5,2,94,0,0,0,0,0,0,0,0,0,1,0
11,4,5,9,1150,278.5,1,31,0,0,0,1,0,0,0,0,0,1,0
6,9,5,23,1955,305.5,0,7,0,2,1,1,1,2,0,1,0,0,0
8,25,2,1,339,294.5,0,37,0,3,0,0,1,3,0,0,0,0,0
11,1,5,18,1150,282.0,2,38,0,0,0,1,0,0,0,0,0,1,0
2,10,4,1,40,277.5,0,44,0,0,1,0,0,0,0,0,0,0,0
7,14,3,1,429,293.5,1,65,0,4,1,0,1,4,0,0,0,0,0
9,28,5,11,2150,282.5,0,62,0,0,0,1,0,0,0,0,0,1,1
7,7,3,17,3074,304.5,2,5,0,0,0,0,1,1,0,1,1,1,0
7,14,5,17,3274,305.5,2,39,0,0,0,1,1,2,0,1,1,1,0
6,13,0,17,789,302.5,2,4,0,0,0,0,1,4,0,0,1,0,0
10,18,4,18,1000,283.0,1,99,0,0,0,0,0,0,0,0,0,1,0
12,26,1,23,10,284.5,2,30,0,1,0,0,0,0,0,0,0,0,0
5,1,2,8,1361,301.0,1,95,0,0,0,0,1,3,0,0,0,1,0
2,18,6,2,10,274.0,1,36,0,1,0,0,0,0,0,0,0,0,0
4,13,4,10,166,298.0,1,16,0,0,0,0,1,1,0,0,0,0,0
5,25,1,2,329,295.0,0,16,0,2,2,0,1,1,0,0,0,0,0
3,9,2,8,1853,299.0,1,8,0,0,0,0,1,4,0,1,0,0,0
7,8,5,18,3045,304.0,0,46,0,0,0,1,1,4,0,1,0,1,0
9,26,6,12,1150,281.0,1,70,0,0,0,1,0,0,0,0,0,0,1
5,8,6,1,1943,296.5,1,13,0,4,2,0,1,3,0,1,0,0,0
8,9,5,6,2200,299.0,1,58,0,0,1,0,1,2,0,1,1,0,0
3,25,2,17,661,304.5,1,18,0,0,0,0,1,3,0,0,1,0,0
1,1,3,12,0,281.0,0,76,0,0,0,0,0,0,0,0,0,0,0
9,16,4,12,2000,280.0,2,90,0,0,0,0,0,0,0,0,0,1,1
8,3,6,12,427,301.0,2,52,0,0,0,1,1,2,0,0,0,0,0
7,30,0,9,423,301.5,0,71,0,0,0,0,1,4,0,0,0,0,0
8,16,0,7,2169,298.5,1,27,0,0,0,0,1,2,0,1,1,0,0
5,13,5,1,1837,293.5,1,40,0,0,1,0,1,3,0,1,0,0,0
10,16,0,5,10,279.5,2,18,0,1,0,0,0,0,0,0,0,0,0
11,6,0,21,260,287.5,2,76,0,3,2,1,0,0,0,0,0,0,0
12,6,4,4,40,277.0,1,66,0,0,1,0,0,0,0,0,0,0,0
4,5,2,23,236,307.5,0,52,0,4,2,0,1,0,0,0,0,0,0
8,17,5,2,1717,294.0,1,57,0,3,0,0,1,1,0,1,0,0,0
12,13,3,23,40,284.5,2,61,0,4,0,0,0,0,0,0,0,0,0
11,4,2,14,2000,282.0,1,62,0,0,0,0,0,0,0,0,0,1,1
11,4,6,21,170,285.5,1,48,0,2,0,1,0,0,0,0,0,0,0
4,27,1,20,590,307.0,0,33,0,4,1,1,1,3,0,0,0,0,0
7,4,1,11,1231,301.5,0,16,0,0,0,0,1,2,0,0,0,1,0
9,13,0,14,1000,283.0,2,89,0,0,0,0,0,0,0,0,0,0,1
9,26,2,10,1000,279.0,2,17,0,0,0,0,0,0,0,0,0,0,1
8,26,0,21,553,303.5,2,22,0,2,1,1,1,3,0,0,0,0,0
6,2,2,19,2073,302.5,0,93,0,1,1,0,1,1,0,1,1,0,0
1,20,3,23,70,284.5,0,56,0,3,1,0,0,0,0,0,0,0,0
6,11,1,1,259,293.5,1,22,0,3,1,0,1,0,0,0,0,0,0
6,16,1,22,1868,305.0,2,67,0,0,2,0,1,2,0,1,0,0,0
12,24,4,17,1350,285.5,1,76,0,0,0,0,0,0,0,0,1,0,1
10,29,3,10,2000,278.0,0,73,0,0,0,0,0,0,0,0,0,1,1
1,11,0,15,0,281.5,1,1,0,0,0,0,0,0,0,0,0,0,0
3,21,5,8,495,298.0,0,99,0,0,0,1,1,4,0,0,0,0,0
12,4,4,5,40,278.5,0,70,0,4,0,0,0,0,0,0,0,0,0
5,6,6,22,2105,306.0,2,29,0,2,1,1,1,4,0,1,0,0,0
11,18,3,6,430,276.0,0,67,0,0,2,0,0,0,0,0,1,0,0
5,20,3,18,1241,302.0,0,4,0,0,0,0,1,2,0,0,0,1,0
6,27,3,6,2153,299.0,0,47,0,0,2,0,1,2,0,1,1,0,0
9,2,3,20,210,283.0,2,74,0,2,1,1,0,0,0,0,0,0,0
7,19,1,17,3274,303.5,1,59,0,0,0,0,1,4,0,1,1,1,0
1,19,1,5,40,275.5,0,55,0,4,0,0,0,0,0,0,0,0,0
5,30,4,15,307,301.5,0,82,0,0,0,0,1,3,0,0,0,0,0
3,9,2,17,525,301.5,1,7,0,0,0,0,1,1,0,0,1,0,0
5,22,6,4,298,298.0,0,3,0,4,0,0,1,2,0,0,0,0,0
9,1,2,22,60,287.0,1,5,0,2,1,0,0,0,0,0,0,0,0
2,19,4,22,10,284.0,0,79,0,1,0,0,0,0,0,0,0,0,0
7,9,0,11,303,298.5,1,0,0,0,0,0,1,3,0,0,0,0,0
8,11,3,5,2016,298.5,0,50,0,4,2,0,1,4,0,1,0,0,0
5,15,5,0,438,295.0,2,7,0,0,1,0,1,4,0,0,0,0,0
11,18,4,6,390,278.0,2,56,0,0,1,0,0,0,0,0,1,0,0
11,16,4,11,1000,279.5,2,24,0,0,0,0,0,0,0,0,0,1,0
5,11,6,13,1936,301.5,0,77,0,0,0,1,1,2,0,1,0,0,0
8,24,0,4,1789,295.0,2,20,0,4,1,0,1,1,0,1,0,0,0
3,25,5,13,1458,303.5,2,94,0,0,0,1,1,3,0,0,0,1,0
1,28,2,9,0,278.5,2,2,0,0,0,0,0,0,0,0,0,0,0
7,10,3,16,1686,305.0,1,87,0,0,0,0,1,1,0,1,0,0,0
8,12,5,2,2024,297.0,1,90,0,2,2,0,1,4,0,1,0,0,0
8,17,6,10,1846,301.0,0,87,0,0,0,1,1,1,0,1,0,0,0
6,23,3,17,3147,304.5,1,90,0,0,0,0,1,3,0,1,1,1,0
1,12,5,4,0,279.0,2,33,0,0,0,0,0,0,0,0,0,0,0
4,24,4,3,1977,295.5,1,32,0,2,1,0,1,4,0,1,0,0,0
7,22,3,12,2881,303.0,1,6,0,0,0,0,1,4,0,1,0,1,0
3,1,5,18,2902,303.0,2,54,0,0,0,1,1,1,0,1,0,1,0
9,11,3,4,10,278.0,2,32,0,1,0,0,0,0,0,0,0,0,0
6,13,1,14,1311,304.0,2,28,0,0,0,0,1,3,0,0,0,1,0
5,7,1,15,1906,304.5,1,87,0,0,0,0,1,4,0,1,0,0,0
1,26,0,3,100,277.5,2,22,0,2,2,0,0,0,0,0,0,0,0
2,5,3,12,1000,281.0,2,80,0,0,0,0,0,0,0,0,0,1,0
7,23,0,19,715,303.5,2,80,0,3,1,0,1,3,0,0,1,0,0
8,20,4,19,705,304.5,1,27,0,0,1,0,1,2,0,0,1,0,0
12,16,5,18,1150,283.0,2,60,0,0,0,1,0,0,0,0,0,1,0
5,25,6,9,2976,299.5,2,58,0,0,0,1,1,3,0,1,0,1,0
12,17,3,3,90,276.5,1,36,0,1,2,0,0,0,0,0,0,0,0
7,22,4,18,2851,305.0,2,59,0,0,0,0,1,4,0,1,0,1,0
7,15,5,23,527,304.5,1,99,0,1,0,1,1,3,0,0,0,0,0
6,18,6,12,3027,299.0,0,0,0,0,0,1,1,4,0,1,0,1,0
6,8,5,23,1881,308.5,1,5,0,2,0,1,1,1,0,1,0,0,0
7,25,1,10,2879,301.0,0,86,0,0,0,0,1,3,0,1,0,1,0
10,15,5,15,1150,283.5,0,95,0,0,0,1,0,0,0,0,0,0,1
12,28,0,7,1350,278.5,1,66,0,0,0,0,0,0,0,0,1,0,1
6,14,4,19,571,304.5,2,85,0,4,0,0,1,1,0,0,1,0,0
12,6,4,4,10,275.0,2,5,0,1,0,0,0,0,0,0,0,0,0
4,6,6,18,2895,306.0,1,45,0,0,0,1,1,1,0,1,0,1,0
12,14,6,11,2150,282.5,1,65,0,0,0,1,0,0,0,0,0,1,1
9,5,5,0,90,277.0,0,67,0,1,2,0,0,0,0,0,0,0,0
4,12,5,5,179,297.5,2,4,0,3,0,0,1,0,0,0,0,0,0
7,16,1,8,1235,300.0,0,82,0,0,0,0,1,1,0,0,0,1,0
9,7,3,6,440,277.0,0,99,0,1,2,0,0,0,0,0,1,0,0
4,23,2,3,1748,297.5,0,5,0,4,1,0,1,0,0,1,0,0,0
12,30,0,12,0,281.0,1,82,0,0,0,0,0,0,0,0,0,0,0
5,5,4,13,1798,301.5,0,32,0,0,0,0,1,2,0,1,0,0,0
6,18,1,15,1933,304.5,0,26,0,0,0,0,1,4,0,1,0,0,0
2,4,3,22,120,284.0,1,62,0,4,2,0,0,0,0,0,0,0,0
5,29,6,4,285,296.0,2,68,0,4,2,0,1,0,0,0,0,0,0
10,17,0,13,1000,282.5,0,14,0,0,0,0,0,0,0,0,0,1,0
6,22,4,12,1286,299.0,0,33,0,0,0,0,1,2,0,0,0,1,0
11,13,5,19,550,283.5,1,67,0,1,1,1,0,0,0,0,1,0,0
4,17,2,13,1418,303.5,0,16,0,0,0,0,1,4,0,0,0,1,0
4,2,1,9,1372,301.5,1,53,0,0,0,0,1,3,0,0,0,1,0
9,10,3,12,1000,281.0,1,17,0,0,0,0,0,0,0,0,0,1,0
5,4,0,8,2741,299.0,1,91,0,0,0,0,1,1,0,1,0,1,0
3,16,0,17,3204,305.5,0,8,0,0,0,0,1,4,0,1,1,1,0
2,4,5,3,80,278.5,1,17,0,0,2,0,0,0,0,0,0,0,0
12,16,0,13,1000,279.5,2,83,0,0,0,0,0,0,0,0,0,0,1
3,2,5,3,459,296.5,1,97,0,3,2,0,1,4,0,0,0,0,0
2,23,1,19,350,284.5,0,61,0,0,0,0,0,0,0,0,1,0,0
2,8,6,10,1150,278.0,0,95,0,0,0,1,0,0,0,0,0,1,0
2,17,6,17,2500,281.5,1,37,0,0,0,1,0,0,0,0,1,1,1
4,16,0,8,2714,299.0,2,67,0,0,0,0,1,1,0,1,0,1,0
4,16,6,23,483,307.5,2,46,0,3,0,1,1,3,0,0,0,0,0
1,29,2,9,1000,281.5,2,92,0,0,0,0,0,0,0,0,0,1,0
3,13,3,8,2895,299.0,0,16,0,0,0,0,1,4,0,1,0,1,0
4,4,3,17,742,302.5,2,85,0,0,0,0,1,4,0,0,1,0,0
2,25,2,18,1000,283.0,1,30,0,0,0,0,0,0,0,0,0,1,0
2,10,2,8,1000,278.0,2,92,0,0,0,0,0,0,0,0,0,1,0
11,23,0,3,30,278.5,2,16,0,3,0,0,0,0,0,0,0,0,0
5,18,4,4,414,297.0,2,18,0,4,1,0,1,3,0,0,0,0,0
1,28,2,16,0,285.0,0,21,0,0,0,0,0,0,0,0,0,0,0
1,12,5,1,40,274.5,1,42,0,0,1,0,0,0,0,0,0,0,0
5,3,1,20,509,303.0,0,62,0,3,1,1,1,3,0,0,0,0,0
11,27,6,23,160,287.5,0,77,0,1,0,1,0,0,0,0,0,0,0
9,11,0,9,1000,279.5,1,25,0,0,0,0,0,0,0,0,0,0,1
12,23,4,13,1000,282.5,2,26,0,0,0,0,0,0,0,0,0,1,0
7,30,4,10,255,301.0,0,80,0,0,0,0,1,1,0,0,0,0,0
10,6,5,2,120,274.0,2,2,0,4,2,0,0,0,0,0,0,0,0
8,23,2,20,2094,306.0,0,46,0,4,1,1,1,3,0,1,0,0,0
4,10,0,4,1867,297.0,1,51,0,3,2,0,1,2,0,1,0,0,0
9,15,5,2,120,276.0,0,48,0,4,2,0,0,0,0,0,0,0,0
11,9,5,22,230,286.0,1,76,0,0,2,1,0,0,0,0,0,0,0
7,14,2,11,2674,298.5,0,42,0,0,0,0,1,1,0,1,0,1,0
5,18,0,6,2285,299.0,2,10,0,4,0,0,1,4,0,1,1,0,0
2,22,2,6,410,276.0,2,4,0,2,1,0,0,0,0,0,1,0,0
2,10,3,0,100,274.0,1,89,0,2,2,0,0,0,0,0,0,0,0
12,28,6,2,90,277.0,2,64,0,1,2,0,0,0,0,0,0,0,0
10,27,5,15,150,283.5,0,55,0,0,0,1,0,0,0,0,0,0,0
8,28,4,10,390,302.0,1,50,0,0,0,0,1,4,0,0,0,0,0
2,16,4,0,20,277.0,0,7,0,2,0,0,0,0,0,0,0,0,0
1,8,0,21,260,283.5,2,49,0,3,2,1,0,0,0,0,0,0,0
3,4,5,16,1823,304.0,2,51,0,0,0,1,1,1,0,1,0,0,0
12,28,3,5,110,277.5,1,56,0,3,2,0,0,0,0,0,0,0,0
2,15,0,10,0,281.0,2,39,0,0,0,0,0,0,0,0,0,0,0
12,9,1,6,460,279.0,0,59,0,3,2,0,0,0,0,0,1,0,0
2,13,5,19,610,286.5,1,54,0,3,2,1,0,0,0,0,1,0,0
6,19,2,8,1726,299.0,0,37,0,0,0,0,1,2,0,1,0,0,0
11,28,4,13,1000,280.5,2,56,0,0,0,0,0,0,0,0,0,1,0
5,13,1,20,2064,303.0,2,16,0,4,2,1,1,3,0,1,0,0,0
4,16,6,3,1804,295.5,2,70,0,4,1,0,1,1,0,1,0,0,0
8,8,0,5,1630,299.5,1,90,0,3,0,0,1,0,0,1,0,0,0
7,8,2,22,1884,308.0,2,97,0,2,2,0,1,3,0,1,0,0,0
2,15,5,4,80,277.0,1,51,0,0,2,0,0,0,0,0,0,0,0
11,8,0,3,40,274.5,0,61,0,0,1,0,0,0,0,0,0,0,0
4,9,3,12,1699,299.0,0,19,0,0,0,0,1,1,0,1,0,0,0
8,8,5,22,573,307.0,1,33,0,2,1,1,1,3,0,0,0,0,0
9,26,5,19,550,285.5,2,17,0,1,1,1,0,0,0,0,1,0,0
2,28,2,4,70,276.0,1,77,0,3,1,0,0,0,0,0,0,0,0
5,13,5,20,1986,305.0,1,34,0,1,2,1,1,2,0,1,0,0,0
4,3,6,19,720,302.5,2,47,0,1,0,1,1,1,0,0,1,0,0
2,30,3,17,350,285.5,0,73,0,0,0,0,0,0,0,0,1,0,0
1,6,5,22,170,287.0,2,56,0,2,0,1,0,0,0,0,0,0,0
1,8,3,20,220,286.0,2,15,0,3,1,1,0,0,0,0,0,0,0
7,26,6,9,469,298.5,2,10,0,0,0,1,1,2,0,0,0,0,0
7,2,1,22,237,306.0,2,4,0,1,2,0,1,0,0,0,0,0,0
7,9,6,13,346,303.5,0,10,0,0,0,1,1,1,0,0,0,0,0
4,2,0,16,2679,303.0,0,11,0,0,0,0,1,1,0,1,0,1,0
6,16,4,8,429,299.0,0,22,0,0,0,0,1,4,0,0,0,0,0
4,19,0,23,424,307.5,0,65,0,1,1,0,1,3,0,0,0,0,0
12,3,5,17,1500,281.5,2,39,0,0,0,1,0,0,0,0,1,0,1
3,2,6,10,1939,301.0,2,41,0,0,0,1,1,2,0,1,0,0,0
10,24,2,12,2000,283.0,0,13,0,0,0,0,0,0,0,0,0,1,1
2,19,5,21,260,286.5,0,40,0,3,2,1,0,0,0,0,0,0,0
1,22,3,15,0,282.5,2,75,0,0,0,0,0,0,0,0,0,0,0
4,1,0,3,469,295.5,1,64,0,2,1,0,1,4,0,0,0,0,0
8,13,3,8,1913,298.0,0,19,0,0,0,0,1,4,0,1,0,0,0
3,12,5,18,1398,306.0,2,5,0,0,0,1,1,2,0,0,0,1,0
3,6,2,4,1800,299.0,1,73,0,1,0,0,1,2,0,1,0,0,0
5,5,0,9,1253,300.5,1,86,0,0,0,0,1,1,0,0,0,1,0
8,30,0,18,1192,302.0,0,50,0,0,0,0,1,1,0,0,0,1,0
1,14,4,14,0,283.0,2,67,0,0,0,0,0,0,0,0,0,0,0
7,25,5,7,1874,297.5,2,77,0,0,0,1,1,4,0,0,1,1,0
2,13,1,0,10,277.0,0,59,0,1,0,0,0,0,0,0,0,0,0
9,2,2,4,70,276.0,2,84,0,3,1,0,0,0,0,0,0,0,0
12,18,5,15,1150,284.5,0,75,0,0,0,1,0,0,0,0,0,0,1
8,2,0,10,1263,302.0,2,12,0,0,0,0,1,2,0,0,0,1,0
6,27,5,8,2974,298.0,2,4,0,0,0,1,1,3,0,1,0,1,0
6,12,5,7,895,297.5,1,90,0,0,0,1,1,4,0,0,1,0,0
4,16,3,21,462,304.5,0,2,0,4,0,1,1,2,0,0,0,0,0
5,5,5,7,2399,300.5,1,57,0,0,0,1,1,4,0,1,1,0,0
8,7,1,8,1671,300.0,2,88,0,0,0,0,1,1,0,1,0,0,0
6,19,6,15,586,303.5,0,18,0,0,0,1,1,4,0,0,0,0,0
5,15,3,9,1313,301.5,0,18,0,0,0,0,1,3,0,0,0,1,0
12,16,3,22,40,288.0,1,20,0,0,1,0,0,0,0,0,0,0,0
3,14,0,16,2739,304.0,0,50,0,0,0,0,1,1,0,1,0,1,0
9,8,2,18,1000,283.0,2,41,0,0,0,0,0,0,0,0,0,0,1
4,13,0,3,385,298.5,1,56,0,2,2,0,1,2,0,0,0,0,0
4,15,5,11,2005,299.5,1,54,0,0,0,1,1,4,0,1,0,0,0
11,14,3,22,100,288.0,2,11,0,2,2,0,0,0,0,0,0,0,0
3,29,5,2,218,298.0,2,38,0,2,2,0,1,0,0,0,0,0,0
6,25,6,21,307,306.5,0,32,0,2,0,1,1,0,0,0,0,0,0
5,14,2,16,354,303.0,2,58,0,0,0,0,1,3,0,0,0,0,0
9,2,0,17,350,284.5,0,64,0,0,0,0,0,0,0,0,1,0,0
8,30,6,0,323,295.0,0,2,0,3,0,0,1,3,0,0,0,0,0
11,3,4,16,2000,281.0,0,55,0,0,0,0,0,0,0,0,0,1,1
1,25,0,4,120,275.0,0,99,0,4,2,0,0,0,0,0,0,0,0
12,6,2,19,360,286.5,0,62,0,1,0,0,0,0,0,0,1,0,0
11,18,3,1,90,274.5,0,25,0,1,2,0,0,0,0,0,0,0,0
3,16,2,6,661,299.0,2,24,0,4,1,0,1,2,0,0,1,0,0
3,25,6,21,2086,305.5,0,1,0,2,2,1,1,3,0,1,0,0,0
9,12,4,11,1000,282.5,1,58,0,0,0,0,0,0,0,0,0,1,0
2,18,4,6,430,278.0,0,75,0,0,2,0,0,0,0,0,1,0,0
4,6,6,8,2842,299.0,1,43,0,0,0,1,1,1,0,1,0,1,0
3,18,0,22,1928,305.0,0,84,0,2,1,0,1,4,0,1,0,0,0
4,7,4,9,410,298.5,0,13,0,0,0,0,1,4,0,0,0,0,0
4,19,3,16,1842,302.0,0,37,0,0,0,0,1,3,0,1,0,0,0
9,21,2,15,1000,283.5,0,11,0,0,0,0,0,0,0,0,0,1,0
4,4,3,16,1310,303.0,0,13,0,0,0,0,1,2,0,0,0,1,0
9,27,4,20,190,286.0,0,15,0,0,1,1,0,0,0,0,0,0,0
1,22,6,12,1150,280.0,2,27,0,0,0,1,0,0,0,0,0,0,1
1,25,0,15,1000,280.5,2,5,0,0,0,0,0,0,0,0,0,0,1
6,10,6,10,528,299.0,2,13,0,0,0,1,1,3,0,0,0,0,0
2,16,3,6,420,277.0,2,64,0,3,1,0,0,0,0,0,1,0,0
1,22,5,14,1150,281.0,2,13,0,0,0,1,0,0,0,0,0,0,1
6,7,1,9,1316,297.5,2,93,0,0,0,0,1,3,0,0,0,1,0
4,3,1,4,322,296.0,1,73,0,3,2,0,1,1,0,0,0,0,0
4,25,6,23,474,307.5,2,56,0,1,2,1,1,1,0,0,0,0,0
12,4,0,22,30,286.0,1,89,0,3,0,0,0,0,0,0,0,0,0
3,28,5,22,1916,306.0,1,74,0,4,1,1,1,1,0,1,0,0,0
9,25,0,4,20,279.0,2,20,0,2,0,0,0,0,0,0,0,0,0
7,6,0,18,1356,303.0,2,53,0,0,0,0,1,4,0,0,0,1,0
1,9,4,0,80,277.0,2,13,0,4,1,0,0,0,0,0,0,0,0
5,4,4,16,1669,304.0,0,8,0,0,0,0,1,1,0,1,0,0,0
4,27,0,13,1714,303.5,1,59,0,0,0,0,1,1,0,1,0,0,0
8,18,5,3,197,296.5,1,35,0,0,2,0,1,0,0,0,0,0,0
4,26,6,8,2914,298.0,0,14,0,0,0,1,1,2,0,1,0,1,0
7,11,5,6,603,299.0,0,47,0,0,0,0,1,1,0,0,1,0,0
10,18,2,10,1000,279.0,1,52,0,0,0,0,0,0,0,0,0,1,0
6,22,5,20,291,303.0,0,12,0,1,0,1,1,0,0,0,0,0,0
3,6,5,17,3245,302.5,1,30,0,0,0,1,1,2,0,1,1,1,0
2,9,4,14,2000,284.0,2,89,0,0,0,0,0,0,0,0,0,1,1
3,20,0,9,1712,297.5,0,81,0,0,0,0,1,1,0,1,0,0,0
11,22,5,23,180,288.5,2,70,0,3,0,1,0,0,0,0,0,0,0
5,13,3,6,2245,300.0,2,52,0,2,1,0,1,3,0,1,1,0,0
5,30,4,17,2101,305.5,2,13,0,0,0,0,1,2,0,1,1,0,0
6,27,5,17,1744,304.5,1,87,0,0,0,1,1,1,0,0,1,1,0
1,17,2,15,2000,283.5,2,93,0,0,0,0,0,0,0,0,0,1,1
5,28,0,11,1926,299.5,0,79,0,0,0,0,1,4,0,1,0,0,0
11,15,4,13,1000,283.5,2,5,0,0,0,0,0,0,0,0,0,0,1
10,3,5,12,150,283.0,0,60,0,0,0,1,0,0,0,0,0,0,0
2,22,1,14,2000,282.0,1,3,0,0,0,0,0,0,0,0,0,1,1
10,9,3,2,30,275.0,0,91,0,3,0,0,0,0,0,0,0,0,0
11,3,5,1,70,274.5,1,37,0,3,1,0,0,0,0,0,0,0,0
9,1,2,3,0,275.5,0,7,0,0,0,0,0,0,0,0,0,0,0
5,15,3,15,2696,304.5,2,80,0,0,0,0,1,1,0,1,0,1,0
9,21,3,20,160,284.0,0,65,0,1,0,1,0,0,0,0,0,0,0
3,30,2,12,1227,299.0,1,76,0,0,0,0,1,2,0,0,0,1,0
9,11,2,4,60,279.0,2,83,0,2,1,0,0,0,0,0,0,0,0
10,12,6,19,500,286.5,1,23,0,0,0,1,0,0,0,0,1,0,0
11,25,3,16,1000,282.0,0,43,0,0,0,0,0,0,0,0,0,1,0
4,12,2,4,157,299.0,1,84,0,1,0,0,1,0,0,0,0,0,0
3,9,2,22,1731,307.0,2,64,0,0,0,0,1,1,0,1,0,0,0
10,16,1,8,0,281.0,2,75,0,0,0,0,0,0,0,0,0,0,0
1,3,1,15,1000,284.5,1,85,0,0,0,0,0,0,0,0,0,1,0
7,9,6,14,2082,304.0,1,58,0,0,0,1,1,4,0,1,0,0,0
12,1,5,2,90,275.0,2,31,0,1,2,0,0,0,0,0,0,0,0
2,3,1,19,350,286.5,2,85,0,0,0,0,0,0,0,0,1,0,0
2,24,6,8,2150,280.0,2,69,0,0,0,1,0,0,0,0,0,1,1
7,23,3,14,327,301.0,2,70,0,0,0,0,1,3,0,0,0,0,0
11,23,2,2,100,274.0,0,5,0,2,2,0,0,0,0,0,0,0,0
9,7,1,14,1000,283.0,1,92,0,0,0,0,0,0,0,0,0,1,0
11,28,1,14,1000,283.0,0,85,0,0,0,0,0,0,0,0,0,1,0
11,11,4,7,2350,277.5,1,79,0,0,0,0,0,0,0,0,1,1,1
9,25,5,20,200,285.0,0,10,0,1,1,1,0,0,0,0,0,0,0
10,1,4,16,1000,283.0,2,96,0,0,0,0,0,0,0,0,0,1,0
12,22,3,23,0,285.5,2,17,0,0,0,0,0,0,0,0,0,0,0
1,3,3,0,80,275.0,2,6,0,0,2,0,0,0,0,0,0,0,0
4,25,2,20,321,305.0,2,60,0,2,0,1,1,0,0,0,0,0,0
12,26,5,7,1500,276.5,1,55,0,0,0,1,0,0,0,0,1,1,0
5,25,6,18,570,304.0,2,69,0,0,0,1,1,4,0,0,0,0,0
9,13,2,22,40,284.0,2,95,0,4,0,0,0,0,0,0,0,0,0
11,4,4,8,0,280.0,2,78,0,0,0,0,0,0,0,0,0,0,0
6,25,6,3,342,297.5,0,49,0,0,2,0,1,2,0,0,0,0,0
10,16,6,5,20,279.5,2,9,0,2,0,0,0,0,0,0,0,0,0
1,25,1,19,350,284.5,0,24,0,0,0,0,0,0,0,0,1,0,0
10,24,5,6,370,279.0,2,50,0,2,0,0,0,0,0,0,1,0,0
12,16,6,1,90,276.5,1,61,0,1,2,0,0,0,0,0,0,0,0
1,1,4,0,40,275.0,1,72,0,4,0,0,0,0,0,0,0,0,0
2,1,0,11,1000,281.5,0,65,0,0,0,0,0,0,0,0,0,1,0
8,8,3,16,2734,305.0,2,61,0,0,0,0,1,1,0,1,0,1,0
10,11,5,12,1150,283.0,0,86,0,0,0,1,0,0,0,0,0,1,0
9,24,3,8,0,277.0,2,7,0,0,0,0,0,0,0,0,0,0,0
9,1,4,23,10,285.5,2,6,0,1,0,0,0,0,0,0,0,0,0
11,21,3,5,40,278.5,0,30,0,4,0,0,0,0,0,0,0,0,0
8,13,6,13,332,300.5,0,78,0,0,0,1,1,1,0,0,0,0,0
9,14,3,20,270,285.0,1,89,0,4,2,1,0,0,0,0,0,0,0
2,20,0,23,80,284.5,0,71,0,0,2,0,0,0,0,0,0,0,0
10,13,6,16,1150,282.0,2,38,0,0,0,1,0,0,0,0,0,0,1
4,30,1,17,2094,301.5,2,45,0,0,0,0,1,2,0,1,1,0,0
12,30,5,5,70,275.5,0,10,0,3,1,0,0,0,0,0,0,0,0
1,21,5,14,2150,284.0,2,85,0,0,0,1,0,0,0,0,0,1,1
12,26,5,3,10,276.5,0,91,0,1,0,0,0,0,0,0,0,0,0
5,25,0,11,1935,302.5,2,53,0,0,0,0,1,4,0,1,0,0,0
3,8,3,17,2162,304.5,2,73,0,0,0,0,1,3,0,1,1,0,0
