month,day,weekday,hour,power,temperature,humidity,wind,Bulb,CFL,Tubelgiht,TV,Refrigerator,Fan,Cooler,AC,Water Pump,Iron,Immersion
7,18,4,17,1628,305.5,1,95,0,0,0,0,1,2,0,0,1,1,0
9,7,2,1,120,277.5,1,89,0,4,2,0,0,0,0,0,0,0,0
12,11,2,5,60,278.5,1,9,0,2,1,0,0,0,0,0,0,0,0
1,7,4,9,1000,280.5,2,19,0,0,0,0,0,0,0,0,0,0,1
9,21,1,22,80,285.0,1,94,0,4,1,0,0,0,0,0,0,0,0
1,22,6,9,150,280.5,2,22,0,0,0,1,0,0,0,0,0,0,0
9,30,6,12,1150,283.0,1,55,0,0,0,1,0,0,0,0,0,1,0
6,4,0,5,1943,299.5,1,28,0,4,2,0,1,3,0,1,0,0,0
11,22,6,0,90,276.0,0,59,0,1,2,0,0,0,0,0,0,0,0
12,4,3,15,1000,282.5,2,97,0,0,0,0,0,0,0,0,0,0,1
1,17,4,17,1350,285.5,1,30,0,0,0,0,0,0,0,0,1,0,1
10,24,2,9,0,280.5,1,53,0,0,0,0,0,0,0,0,0,0,0
12,11,4,8,2000,280.0,2,35,0,0,0,0,0,0,0,0,0,1,1
12,20,2,10,0,282.0,2,77,0,0,0,0,0,0,0,0,0,0,0
6,13,1,15,347,304.5,2,53,0,0,0,0,1,3,0,0,0,0,0
10,2,6,0,120,273.0,2,34,0,4,2,0,0,0,0,0,0,0,0
10,19,0,11,1000,282.5,2,25,0,0,0,0,0,0,0,0,0,1,0
10,16,1,3,100,276.5,1,29,0,2,2,0,0,0,0,0,0,0,0
10,26,1,9,1000,278.5,2,18,0,0,0,0,0,0,0,0,0,1,0
4,21,6,6,2226,299.0,0,62,0,4,2,0,1,2,0,1,1,0,0
6,3,6,13,3021,301.5,1,4,0,0,0,1,1,4,0,1,0,1,0
2,24,4,3,110,278.5,0,73,0,3,2,0,0,0,0,0,0,0,0
1,23,4,12,0,282.0,1,90,0,0,0,0,0,0,0,0,0,0,0
9,19,3,16,2000,281.0,0,32,0,0,0,0,0,0,0,0,0,1,1
6,14,0,20,498,303.0,1,81,0,3,2,1,1,2,0,0,0,0,0
10,1,0,22,20,285.0,0,33,0,2,0,0,0,0,0,0,0,0,0
3,8,2,21,1857,306.5,1,6,0,1,1,1,1,0,0,1,0,0,0
5,17,2,18,302,303.0,1,96,0,0,0,0,1,2,0,0,0,0,0
8,13,4,4,222,297.0,0,13,0,0,1,0,1,1,0,0,0,0,0
5,1,3,23,229,307.5,0,65,0,2,1,0,1,0,0,0,0,0,0
7,17,3,23,293,307.5,2,63,0,2,1,0,1,1,0,0,0,0,0
11,3,1,9,1000,279.5,0,1,0,0,0,0,0,0,0,0,0,1,0
1,9,5,21,230,286.5,0,85,0,4,1,1,0,0,0,0,0,0,0
3,18,2,22,272,307.0,2,40,0,0,2,0,1,0,0,0,0,0,0
12,15,0,20,200,286.0,0,19,0,1,1,1,0,0,0,0,0,0,0
7,13,0,0,314,295.0,0,3,0,4,1,0,1,1,0,0,0,0,0
3,9,2,10,2862,298.0,0,16,0,0,0,0,1,4,0,1,0,1,0
6,1,4,18,220,306.0,0,44,0,0,0,0,1,2,0,0,0,0,0
6,7,5,7,2420,298.5,2,6,0,0,0,1,1,4,0,1,1,0,0
7,9,6,2,271,297.0,1,90,0,0,2,0,1,1,0,0,0,0,0
12,11,4,18,1000,286.0,2,13,0,0,0,0,0,0,0,0,0,1,0
8,23,4,18,2935,306.0,0,25,0,0,0,0,1,4,0,1,0,1,0
2,2,6,8,1150,281.0,2,83,0,0,0,1,0,0,0,0,0,0,1
11,17,1,2,100,276.0,0,48,0,2,2,0,0,0,0,0,0,0,0
1,28,1,5,70,278.5,0,32,0,3,1,0,0,0,0,0,0,0,0
11,5,5,10,1150,282.0,1,26,0,0,0,1,0,0,0,0,0,1,0
9,28,6,22,150,284.0,2,98,0,0,0,1,0,0,0,0,0,0,0
9,1,5,19,570,285.5,1,73,0,3,1,1,0,0,0,0,1,0,0
4,3,2,3,1769,298.5,2,31,0,0,0,0,1,2,0,1,0,0,0
4,20,5,10,445,300.0,1,7,0,0,0,1,1,3,0,0,0,0,0
4,16,3,14,240,300.0,1,16,0,0,0,0,1,2,0,0,0,0,0
3,8,3,20,1994,306.0,1,66,0,1,2,1,1,1,0,1,0,0,0
3,11,3,22,1919,307.0,0,85,0,1,2,0,1,3,0,1,0,0,0
1,26,3,9,2000,277.5,1,84,0,0,0,0,0,0,0,0,0,1,1
1,13,6,7,2500,280.5,1,51,0,0,0,1,0,0,0,0,1,1,1
10,9,5,19,580,284.5,2,60,0,0,2,1,0,0,0,0,1,0,0
5,9,3,6,789,298.0,0,64,0,2,1,0,1,4,0,0,1,0,0
6,26,0,11,281,299.5,1,79,0,0,0,0,1,3,0,0,0,0,0
8,19,2,2,197,297.0,2,72,0,2,0,0,1,1,0,0,0,0,0
4,17,3,3,468,296.5,0,51,0,0,2,0,1,4,0,0,0,0,0
3,15,2,4,1748,296.0,2,80,0,3,0,0,1,1,0,1,0,0,0
1,14,0,15,0,280.5,1,52,0,0,0,0,0,0,0,0,0,0,0
9,22,4,4,80,276.0,2,73,0,4,1,0,0,0,0,0,0,0,0
5,2,1,0,1711,296.0,0,16,0,3,2,0,1,0,0,1,0,0,0
9,9,3,7,1350,279.5,1,70,0,0,0,0,0,0,0,0,1,0,1
3,1,1,10,1931,298.0,1,71,0,0,0,0,1,4,0,1,0,0,0
7,4,3,22,1704,308.0,0,23,0,4,0,0,1,1,0,1,0,0,0
6,1,0,18,2819,305.0,2,61,0,0,0,0,1,2,0,1,0,1,0
9,25,3,9,1000,278.5,2,14,0,0,0,0,0,0,0,0,0,0,1
5,23,3,10,270,298.0,2,72,0,0,0,0,1,2,0,0,0,0,0
12,22,1,0,50,275.0,1,51,0,1,1,0,0,0,0,0,0,0,0
1,4,1,6,460,278.0,1,86,0,3,2,0,0,0,0,0,1,0,0
2,10,3,23,40,286.5,0,55,0,4,0,0,0,0,0,0,0,0,0
8,9,1,12,1930,300.0,0,77,0,0,0,0,1,4,0,1,0,0,0
8,17,1,9,202,297.5,0,50,0,0,0,0,1,1,0,0,0,0,0
4,24,5,0,1882,296.0,1,55,0,0,2,0,1,2,0,1,0,0,0
7,25,0,10,1288,298.0,2,1,0,0,0,0,1,3,0,0,0,1,0
3,1,2,14,1921,300.0,0,0,0,0,0,0,1,4,0,1,0,0,0
3,17,2,23,408,304.5,2,80,0,4,1,0,1,3,0,0,0,0,0
10,11,6,22,260,287.0,1,42,0,3,2,1,0,0,0,0,0,0,0
10,6,1,13,1000,283.5,2,60,0,0,0,0,0,0,0,0,0,0,1
7,6,5,15,3002,302.5,0,7,0,0,0,1,1,4,0,1,0,1,0
3,9,3,12,2780,302.0,2,90,0,0,0,0,1,2,0,1,0,1,0
10,25,1,6,430,280.0,2,54,0,4,1,0,0,0,0,0,1,0,0
10,16,3,2,20,277.0,0,40,0,2,0,0,0,0,0,0,0,0,0
1,11,2,11,1000,281.5,0,41,0,0,0,0,0,0,0,0,0,1,0
11,6,5,1,120,276.5,1,35,0,4,2,0,0,0,0,0,0,0,0
11,3,2,13,0,279.5,1,2,0,0,0,0,0,0,0,0,0,0,0
9,28,0,12,0,281.0,0,90,0,0,0,0,0,0,0,0,0,0,0
5,16,1,0,322,295.0,2,83,0,4,0,0,1,3,0,0,0,0,0
10,17,4,0,110,274.0,1,67,0,3,2,0,0,0,0,0,0,0,0
12,20,6,14,150,280.0,2,23,0,0,0,1,0,0,0,0,0,0,0
3,23,0,16,1840,303.0,1,41,0,0,0,0,1,3,0,1,0,0,0
1,5,6,14,150,283.0,0,72,0,0,0,1,0,0,0,0,0,0,0
9,1,5,5,40,278.5,0,88,0,4,0,0,0,0,0,0,0,0,0
3,19,2,20,1896,305.0,0,88,0,0,0,1,1,2,0,1,0,0,0
5,17,6,6,2368,297.0,1,78,0,4,1,0,1,4,0,1,1,0,0
5,23,6,16,2958,302.0,1,36,0,0,0,1,1,2,0,1,0,1,0
5,25,4,19,2045,305.5,0,49,0,4,0,0,1,0,0,1,1,0,0
5,7,3,15,304,303.5,0,11,0,0,0,0,1,2,0,0,0,0,0
3,1,2,11,354,298.5,2,98,0,0,0,0,1,4,0,0,0,0,0
9,18,2,21,150,287.5,1,90,0,0,0,1,0,0,0,0,0,0,0
4,21,4,21,391,303.5,0,64,0,2,1,1,1,1,0,0,0,0,0
11,4,5,13,2150,281.5,1,85,0,0,0,1,0,0,0,0,0,1,1
4,4,3,22,1936,307.0,1,3,0,3,1,0,1,3,0,1,0,0,0
7,21,2,0,211,294.0,2,36,0,3,0,0,1,0,0,0,0,0,0
1,27,4,6,380,279.0,0,86,0,3,0,0,0,0,0,0,1,0,0
6,14,3,20,306,307.0,0,17,0,3,0,1,1,0,0,0,0,0,0
5,1,2,13,1755,300.5,0,91,0,0,0,0,1,2,0,1,0,0,0
8,2,3,17,2245,303.5,1,5,0,0,0,0,1,4,0,1,1,0,0
8,1,2,7,552,300.5,2,6,0,0,0,0,1,1,0,0,1,0,0
6,4,6,21,1948,305.5,0,50,0,4,2,1,1,0,0,1,0,0,0
6,12,1,13,1346,302.5,1,98,0,0,0,0,1,3,0,0,0,1,0
10,25,2,20,210,285.0,1,10,0,2,1,1,0,0,0,0,0,0,0
9,2,4,14,2000,282.0,2,39,0,0,0,0,0,0,0,0,0,1,1
2,9,5,2,60,275.0,1,2,0,2,1,0,0,0,0,0,0,0,0
6,15,1,1,308,297.5,0,17,0,0,2,0,1,1,0,0,0,0,0
2,30,4,16,1000,282.0,1,49,0,0,0,0,0,0,0,0,0,1,0
10,21,4,8,1000,279.0,2,2,0,0,0,0,0,0,0,0,0,0,1
1,29,1,16,0,281.0,0,41,0,0,0,0,0,0,0,0,0,0,0
9,18,3,4,100,279.0,2,95,0,2,2,0,0,0,0,0,0,0,0
5,16,1,15,2889,300.5,2,8,0,0,0,0,1,4,0,1,0,1,0
11,5,6,18,2150,284.0,2,18,0,0,0,1,0,0,0,0,0,1,1
11,21,2,16,1000,284.0,0,12,0,0,0,0,0,0,0,0,0,1,0
11,22,1,8,0,281.0,0,42,0,0,0,0,0,0,0,0,0,0,0
2,18,4,4,80,277.0,0,58,0,0,2,0,0,0,0,0,0,0,0
11,22,6,4,30,275.0,0,39,0,3,0,0,0,0,0,0,0,0,0
1,10,2,5,40,275.5,1,22,0,4,0,0,0,0,0,0,0,0,0
12,15,3,15,0,284.5,0,69,0,0,0,0,0,0,0,0,0,0,0
9,21,5,6,470,278.0,1,72,0,4,2,0,0,0,0,0,1,0,0
10,1,4,16,2000,285.0,2,46,0,0,0,0,0,0,0,0,0,1,1
4,3,2,22,1781,306.0,2,43,0,1,1,0,1,2,0,1,0,0,0
7,24,4,0,170,297.0,2,67,0,1,0,0,1,0,0,0,0,0,0
8,16,0,22,1856,304.0,2,5,0,2,1,0,1,2,0,1,0,0,0
10,4,2,23,40,288.5,1,64,0,4,0,0,0,0,0,0,0,0,0
4,26,1,5,1839,299.5,1,89,0,0,2,0,1,2,0,1,0,0,0
2,17,2,21,270,284.5,2,76,0,4,2,1,0,0,0,0,0,0,0
8,19,4,2,1731,296.0,0,11,0,0,2,0,1,0,0,1,0,0,0
3,29,0,13,1806,303.5,2,12,0,0,0,0,1,2,0,1,0,0,0
11,22,1,4,60,278.0,0,72,0,2,1,0,0,0,0,0,0,0,0
5,21,6,3,1726,296.5,0,49,0,0,1,0,1,0,0,1,0,0,0
2,17,2,0,100,273.0,2,91,0,2,2,0,0,0,0,0,0,0,0
12,15,1,14,0,281.0,0,66,0,0,0,0,0,0,0,0,0,0,0
7,21,5,5,1851,298.5,1,57,0,0,1,0,1,2,0,1,0,0,0
10,18,1,8,1000,281.0,1,72,0,0,0,0,0,0,0,0,0,0,1
8,17,3,8,1172,298.0,2,11,0,0,0,0,1,1,0,0,0,1,0
9,29,5,19,500,286.5,1,68,0,0,0,1,0,0,0,0,1,0,0
10,28,6,5,50,278.5,0,97,0,1,1,0,0,0,0,0,0,0,0
1,21,5,6,420,278.0,2,22,0,3,1,0,0,0,0,0,1,0,0
8,20,2,19,2356,302.5,2,67,0,3,1,0,1,4,0,1,1,0,0
2,28,5,6,360,276.0,0,73,0,1,0,0,0,0,0,0,1,0,0
4,3,5,7,2393,297.5,2,90,0,0,0,1,1,4,0,1,1,0,0
8,3,6,3,1836,298.5,1,55,0,4,1,0,1,1,0,1,0,0,0
2,4,5,0,0,276.0,2,36,0,0,0,0,0,0,0,0,0,0,0
4,4,0,2,194,296.0,1,27,0,0,0,0,1,0,0,0,0,0,0
2,30,2,22,60,286.0,2,86,0,2,1,0,0,0,0,0,0,0,0
10,14,5,12,1150,281.0,0,47,0,0,0,1,0,0,0,0,0,1,0
5,15,3,6,2184,300.0,1,31,0,0,1,0,1,3,0,1,1,0,0
9,4,3,19,410,285.5,1,19,0,2,1,0,0,0,0,0,1,0,0
9,16,6,11,1150,281.5,2,16,0,0,0,1,0,0,0,0,0,1,0
3,13,0,10,258,298.0,1,79,0,0,0,0,1,1,0,0,0,0,0
5,10,1,16,229,305.0,1,25,0,0,0,0,1,2,0,0,0,0,0
8,3,5,18,2870,302.0,1,13,0,0,0,1,1,2,0,1,0,1,0
9,21,5,20,250,284.0,0,47,0,2,2,1,0,0,0,0,0,0,0
12,22,4,11,0,280.5,2,73,0,0,0,0,0,0,0,0,0,0,0
4,23,1,21,2131,303.5,0,20,0,2,2,1,1,4,0,1,0,0,0
1,9,6,10,2150,281.0,2,96,0,0,0,1,0,0,0,0,0,1,1
10,12,6,16,1150,283.0,0,2,0,0,0,1,0,0,0,0,0,0,1
6,24,2,17,3276,305.5,0,12,0,0,0,0,1,4,0,1,1,1,0
8,18,2,17,2141,304.5,2,24,0,0,0,0,1,2,0,1,1,0,0
10,25,6,9,150,278.5,1,43,0,0,0,1,0,0,0,0,0,0,0
6,10,6,20,648,305.0,2,1,0,2,1,1,1,4,0,0,0,0,0
1,1,1,23,100,286.5,1,37,0,2,2,0,0,0,0,0,0,0,0
1,26,2,6,460,277.0,1,28,0,3,2,0,0,0,0,0,1,0,0
8,4,2,15,2928,302.5,2,29,0,0,0,0,1,4,0,1,0,1,0
11,7,3,9,1000,277.5,0,28,0,0,0,0,0,0,0,0,0,1,0
2,28,5,19,550,286.5,2,34,0,1,1,1,0,0,0,0,1,0,0
2,16,6,15,1150,283.5,2,27,0,0,0,1,0,0,0,0,0,0,1
11,2,0,12,1000,281.0,2,6,0,0,0,0,0,0,0,0,0,0,1
3,13,2,10,1732,302.0,2,99,0,0,0,0,1,2,0,1,0,0,0
1,15,2,21,230,285.5,1,60,0,4,1,1,0,0,0,0,0,0,0
10,3,1,22,0,286.0,2,36,0,0,0,0,0,0,0,0,0,0,0
2,7,3,7,350,280.5,0,48,0,0,0,0,0,0,0,0,1,0,0
3,14,3,13,1883,299.5,0,98,0,0,0,0,1,4,0,1,0,0,0
12,22,1,19,450,283.5,2,28,0,2,2,0,0,0,0,0,1,0,0
6,13,3,6,704,300.0,2,59,0,4,2,0,1,2,0,0,1,0,0
1,28,5,0,110,275.0,2,40,0,3,2,0,0,0,0,0,0,0,0
10,5,3,17,1350,282.5,0,35,0,0,0,0,0,0,0,0,1,1,0
1,5,2,20,190,284.0,2,41,0,4,0,1,0,0,0,0,0,0,0
7,25,1,12,1884,303.0,1,97,0,0,0,0,1,4,0,1,0,0,0
1,9,5,3,40,274.5,1,21,0,0,1,0,0,0,0,0,0,0,0
5,25,1,20,2128,304.0,1,62,0,2,2,1,1,4,0,1,0,0,0
10,25,2,18,2000,282.0,2,91,0,0,0,0,0,0,0,0,0,1,1
7,16,3,10,239,299.0,2,92,0,0,0,0,1,1,0,0,0,0,0
5,13,1,10,2757,298.0,1,67,0,0,0,0,1,1,0,1,0,1,0
5,13,4,8,2816,300.0,0,97,0,0,0,0,1,3,0,1,0,1,0
6,20,3,8,2906,298.0,1,66,0,0,0,0,1,4,0,1,0,1,0
10,26,1,18,0,286.0,1,3,0,0,0,0,0,0,0,0,0,0,0
11,15,2,11,1000,281.5,1,36,0,0,0,0,0,0,0,0,0,1,0
11,9,3,13,1000,282.5,0,96,0,0,0,0,0,0,0,0,0,1,0
6,22,5,0,1732,293.0,2,64,0,2,2,0,1,0,0,1,0,0,0
7,2,4,17,2150,301.5,1,86,0,0,0,0,1,2,0,1,1,0,0
3,19,2,0,291,295.0,0,45,0,3,1,0,1,2,0,0,0,0,0
4,13,4,10,2756,300.0,1,28,0,0,0,0,1,2,0,1,0,1,0
3,4,5,4,449,299.0,0,27,0,4,0,0,1,4,0,0,0,0,0
1,26,2,6,350,280.0,1,73,0,0,0,0,0,0,0,0,1,0,0
5,21,6,2,1813,297.0,0,78,0,2,0,0,1,3,0,1,0,0,0
4,13,0,16,1294,302.0,1,60,0,0,0,0,1,3,0,0,0,1,0
5,11,5,10,368,299.0,0,84,0,0,0,1,1,1,0,0,0,0,0
7,7,6,16,1478,304.0,0,55,0,0,0,1,1,3,0,0,0,1,0
12,22,5,4,30,279.0,2,65,0,3,0,0,0,0,0,0,0,0,0
11,4,6,8,1150,279.0,0,65,0,0,0,1,0,0,0,0,0,1,0
5,27,1,22,283,306.0,2,13,0,4,2,0,1,1,0,0,0,0,0
8,25,0,8,2886,299.0,2,21,0,0,0,0,1,4,0,1,0,1,0
11,11,5,20,160,285.0,0,39,0,1,0,1,0,0,0,0,0,0,0
9,24,5,16,150,283.0,2,72,0,0,0,1,0,0,0,0,0,0,0
4,20,2,23,1910,306.5,0,28,0,0,1,0,1,3,0,1,0,0,0
2,6,3,14,1000,283.0,2,13,0,0,0,0,0,0,0,0,0,1,0
8,21,0,1,1944,293.5,1,59,0,2,2,0,1,4,0,1,0,0,0
8,16,1,19,2247,305.5,2,41,0,0,0,0,1,4,0,1,1,0,0
6,18,6,4,459,298.0,0,83,0,4,1,0,1,4,0,0,0,0,0
9,1,4,18,2000,286.0,1,94,0,0,0,0,0,0,0,0,0,1,1
6,2,5,8,3029,301.0,1,88,0,0,0,1,1,4,0,1,0,1,0
8,22,2,23,1786,308.5,1,95,0,0,0,0,1,2,0,1,0,0,0
1,26,1,4,110,278.0,2,65,0,3,2,0,0,0,0,0,0,0,0
7,1,0,14,1900,304.0,2,52,0,0,0,0,1,4,0,1,0,0,0
5,7,0,8,1800,297.0,0,25,0,0,0,0,1,3,0,1,0,0,0
8,27,0,18,1431,303.0,2,85,0,0,0,0,1,4,0,0,0,1,0
3,28,6,22,404,306.0,2,10,0,4,0,1,1,1,0,0,0,0,0
1,19,1,3,10,278.5,0,43,0,1,0,0,0,0,0,0,0,0,0
4,17,6,1,1702,295.5,0,43,0,1,0,0,1,0,0,1,0,0,0
9,25,2,9,0,278.5,1,95,0,0,0,0,0,0,0,0,0,0,0
1,2,4,20,270,284.0,2,88,0,4,2,1,0,0,0,0,0,0,0
1,2,4,1,110,276.5,2,27,0,3,2,0,0,0,0,0,0,0,0
11,21,6,14,1150,281.0,2,0,0,0,0,1,0,0,0,0,0,0,1
12,13,6,18,1150,286.0,2,51,0,0,0,1,0,0,0,0,0,1,0
4,19,0,4,433,295.0,0,81,0,0,1,0,1,4,0,0,0,0,0
5,3,4,11,294,298.5,0,23,0,0,0,0,1,2,0,0,0,0,0
7,7,6,16,3029,303.0,1,71,0,0,0,1,1,4,0,1,0,1,0
10,15,3,5,80,275.5,0,20,0,4,1,0,0,0,0,0,0,0,0
11,6,5,7,1500,280.5,1,75,0,0,0,1,0,0,0,0,1,1,0
7,4,4,23,1915,306.5,0,76,0,0,1,0,1,4,0,1,0,0,0
10,1,6,18,150,285.0,2,45,0,0,0,1,0,0,0,0,0,0,0
5,2,3,22,1776,305.0,2,39,0,3,2,0,1,0,0,1,0,0,0
7,14,4,23,1792,306.5,2,95,0,3,2,0,1,1,0,1,0,0,0
9,5,4,13,1000,279.5,2,0,0,0,0,0,0,0,0,0,0,0,1
7,27,4,19,2058,302.5,2,25,0,3,1,0,1,0,0,1,1,0,0
6,2,1,17,654,303.5,1,35,0,0,0,0,1,2,0,0,1,0,0
1,9,5,10,2150,281.0,1,25,0,0,0,1,0,0,0,0,0,1,1
7,25,2,6,2277,297.0,2,84,0,2,2,0,1,3,0,1,1,0,0
4,17,0,2,1901,298.0,1,53,0,1,0,0,1,4,0,1,0,0,0
12,16,0,14,0,283.0,2,19,0,0,0,0,0,0,0,0,0,0,0
1,6,4,20,170,283.0,0,50,0,2,0,1,0,0,0,0,0,0,0
9,16,1,7,350,280.5,1,57,0,0,0,0,0,0,0,0,1,0,0
5,6,6,22,561,308.0,2,92,0,2,1,1,1,3,0,0,0,0,0
7,18,0,0,223,297.0,2,28,0,3,0,0,1,1,0,0,0,0,0
5,10,5,22,1819,308.0,1,42,0,0,0,1,1,1,0,1,0,0,0
1,7,5,5,80,277.5,0,7,0,4,1,0,0,0,0,0,0,0,0
10,15,2,7,350,278.5,2,7,0,0,0,0,0,0,0,0,1,0,0
4,6,6,17,3231,303.5,0,18,0,0,0,1,1,1,0,1,1,1,0
6,19,0,9,2761,298.5,0,45,0,0,0,0,1,2,0,1,0,1,0
11,20,2,6,450,279.0,1,80,0,2,2,0,0,0,0,0,1,0,0
11,24,2,3,20,275.5,2,39,0,2,0,0,0,0,0,0,0,0,0
1,23,3,9,1000,279.5,0,96,0,0,0,0,0,0,0,0,0,1,0
11,13,2,11,2000,278.5,1,23,0,0,0,0,0,0,0,0,0,1,1
1,1,5,7,1500,276.5,1,82,0,0,0,1,0,0,0,0,1,0,1
10,21,5,21,200,287.5,1,57,0,1,1,1,0,0,0,0,0,0,0
12,11,3,0,70,276.0,2,48,0,3,1,0,0,0,0,0,0,0,0
1,27,5,18,2150,284.0,2,85,0,0,0,1,0,0,0,0,0,1,1
10,9,6,15,150,283.5,0,72,0,0,0,1,0,0,0,0,0,0,0
12,7,4,16,1000,284.0,1,40,0,0,0,0,0,0,0,0,0,1,0
9,25,4,10,1000,279.0,1,51,0,0,0,0,0,0,0,0,0,0,1
1,16,6,19,540,282.5,1,80,0,4,0,1,0,0,0,0,1,0,0
6,9,0,6,630,297.0,2,74,0,1,0,0,1,2,0,0,1,0,0
2,27,2,16,0,283.0,1,81,0,0,0,0,0,0,0,0,0,0,0
5,14,3,0,1729,296.0,1,66,0,0,1,0,1,0,0,1,0,0,0
3,15,3,6,717,299.0,0,45,0,4,2,0,1,1,0,0,1,0,0
5,13,6,12,2986,301.0,2,90,0,0,0,1,1,3,0,1,0,1,0
12,13,5,1,0,276.5,1,70,0,0,0,0,0,0,0,0,0,0,0
10,9,5,13,150,283.5,2,26,0,0,0,1,0,0,0,0,0,0,0
10,6,5,0,70,273.0,2,43,0,3,1,0,0,0,0,0,0,0,0
2,6,2,19,370,284.5,0,89,0,2,0,0,0,0,0,0,1,0,0
1,18,5,6,420,276.0,0,68,0,3,1,0,0,0,0,0,1,0,0
3,22,0,11,1223,298.5,1,99,0,0,0,0,1,2,0,0,0,1,0
7,9,6,22,1960,308.0,0,14,0,3,0,1,1,2,0,1,0,0,0
1,16,6,19,550,284.5,2,23,0,1,1,1,0,0,0,0,1,0,0
9,12,1,9,1000,281.5,1,31,0,0,0,0,0,0,0,0,0,0,1
9,7,3,2,20,274.0,2,87,0,2,0,0,0,0,0,0,0,0,0
9,19,1,20,240,287.0,2,10,0,1,2,1,0,0,0,0,0,0,0
12,14,4,15,1000,282.5,2,58,0,0,0,0,0,0,0,0,0,1,0
5,16,0,16,2676,302.0,1,52,0,0,0,0,1,1,0,1,0,1,0
8,17,2,2,1770,294.0,1,27,0,4,1,0,1,0,0,1,0,0,0
11,22,1,3,40,278.5,2,68,0,4,0,0,0,0,0,0,0,0,0
3,8,0,22,427,308.0,1,87,0,0,2,0,1,4,0,0,0,0,0
6,2,1,11,2811,300.5,1,6,0,0,0,0,1,2,0,1,0,1,0
3,8,3,21,368,303.5,1,51,0,3,0,1,1,0,0,0,0,0,0
6,15,4,10,2802,300.0,0,23,0,0,0,0,1,3,0,1,0,1,0
10,22,1,4,100,276.0,2,33,0,2,2,0,0,0,0,0,0,0,0
7,26,3,13,1756,299.5,0,62,0,0,0,0,1,2,0,1,0,0,0
7,5,4,19,2197,306.5,2,89,0,2,2,0,1,1,0,1,1,0,0
8,24,1,5,1848,296.5,2,86,0,4,2,0,1,1,0,1,0,0,0
10,17,5,17,500,284.5,0,50,0,0,0,1,0,0,0,0,1,0,0
5,5,4,10,2855,299.0,0,22,0,0,0,0,1,4,0,1,0,1,0
4,3,0,4,469,295.0,0,48,0,2,1,0,1,4,0,0,0,0,0
3,1,0,1,1941,294.5,1,62,0,3,1,0,1,4,0,1,0,0,0
11,10,2,11,0,281.5,1,20,0,0,0,0,0,0,0,0,0,0,0
11,8,1,21,220,286.5,2,56,0,3,1,1,0,0,0,0,0,0,0
4,10,1,6,2293,297.0,2,22,0,1,1,0,1,4,0,1,1,0,0
11,26,0,2,40,275.0,2,8,0,4,0,0,0,0,0,0,0,0,0
5,21,3,21,1763,306.5,2,13,0,1,0,1,1,0,0,1,0,0,0
10,21,3,8,0,281.0,2,61,0,0,0,0,0,0,0,0,0,0,0
6,29,5,14,1446,302.0,1,42,0,0,0,1,1,3,0,0,0,1,0
11,23,5,0,20,275.0,1,24,0,2,0,0,0,0,0,0,0,0,0
12,28,6,16,1150,281.0,1,60,0,0,0,1,0,0,0,0,0,0,1
3,3,2,15,2892,300.5,0,17,0,0,0,0,1,4,0,1,0,1,0
8,13,3,21,512,307.5,2,5,0,1,1,1,1,3,0,0,0,0,0
6,18,4,13,1420,302.5,1,2,0,0,0,0,1,4,0,0,0,1,0
9,4,1,11,0,280.5,1,76,0,0,0,0,0,0,0,0,0,0,0
4,5,4,9,1753,299.5,2,19,0,0,0,0,1,2,0,1,0,0,0
3,27,1,15,2725,303.5,1,85,0,0,0,0,1,1,0,1,0,1,0
10,5,0,18,0,286.0,2,55,0,0,0,0,0,0,0,0,0,0,0
12,14,5,23,260,287.5,1,73,0,3,2,1,0,0,0,0,0,0,0
8,7,6,23,1929,304.5,0,66,0,4,1,1,1,1,0,1,0,0,0
10,15,5,12,1150,281.0,1,78,0,0,0,1,0,0,0,0,0,0,1
12,1,4,14,1000,282.0,2,95,0,0,0,0,0,0,0,0,0,0,1
12,10,5,17,500,284.5,0,65,0,0,0,1,0,0,0,0,1,0,0
5,25,1,18,1742,305.0,0,78,0,0,0,0,1,1,0,1,0,0,0
5,23,6,15,3013,301.5,0,12,0,0,0,1,1,3,0,1,0,1,0
8,27,1,20,573,307.0,2,15,0,1,1,1,1,4,0,0,0,0,0
1,8,5,11,1150,278.5,1,54,0,0,0,1,0,0,0,0,0,1,0
3,12,6,15,441,300.5,2,28,0,0,0,1,1,2,0,0,0,0,0
7,26,6,0,1807,297.0,0,25,0,4,1,0,1,2,0,1,0,0,0
3,4,5,16,2089,304.0,0,64,0,0,0,1,1,4,0,1,0,0,0
10,24,2,15,1000,284.5,1,10,0,0,0,0,0,0,0,0,0,1,0
11,25,5,0,20,277.0,1,11,0,2,0,0,0,0,0,0,0,0,0
9,12,3,17,1350,284.5,2,0,0,0,0,0,0,0,0,0,1,1,0
10,25,0,14,0,281.0,2,89,0,0,0,0,0,0,0,0,0,0,0
5,9,2,16,1223,301.0,0,91,0,0,0,0,1,2,0,0,0,1,0
4,4,1,11,1399,298.5,1,28,0,0,0,0,1,4,0,0,0,1,0
3,8,4,16,1165,301.0,0,14,0,0,0,0,1,1,0,0,0,1,0
1,21,3,12,2000,281.0,2,60,0,0,0,0,0,0,0,0,0,1,1
6,25,3,4,1743,298.0,0,46,0,3,1,0,1,1,0,1,0,0,0
2,20,0,12,2000,279.0,1,94,0,0,0,0,0,0,0,0,0,1,1
